id,carat,cut,color,clarity,depth,table,x,y,z,price
6824,5,Very Good,G,SI1,606,560,513,516,312,1431.60072
6825,6,Ideal,F,VS1,619,550,54,542,335,1735.07633
6826,72,Premium,H,SI2,618,560,579,573,356,2263.58087
6827,106,Ideal,F,VS1,619,570,653,655,405,7889.76617
6828,55,Ideal,E,SI1,617,570,523,527,324,1431.60072
6829,28,Ideal,I,VS1,625,540,418,423,263,691.3973
6830,106,Premium,E,SI1,630,560,654,645,409,5142.36082
6831,11,Very Good,H,SI1,630,580,653,659,413,5206.10438
6832,51,Ideal,I,SI2,622,550,514,515,32,1444.73247
6833,41,Premium,E,VS1,599,580,488,483,291,976.28326
6834,41,Ideal,E,VS1,619,550,476,48,296,944.43882
6835,63,Ideal,E,VS1,615,560,55,553,339,1865.56267
6836,4,Premium,H,SI1,619,570,475,471,293,976.28326
6837,4,Premium,D,SI1,599,600,475,477,285,976.28326
6838,3,Premium,G,VS1,600,600,433,43,259,691.3973
6839,108,Ideal,G,SI2,619,570,655,657,406,4329.75572
6840,78,Ideal,F,VS2,623,560,591,588,367,3210.72204
6841,55,Ideal,F,SI1,617,564,526,53,325,1431.60072
6842,15,Ideal,I,I1,618,570,731,739,454,5508.56594
6843,44,Ideal,D,VS2,604,560,491,495,298,976.28326
6844,106,Ideal,G,VVS2,603,570,661,668,401,8637.7428
6845,154,Premium,F,SI1,609,590,756,746,457,11726.27145
6846,10,Good,H,VS2,636,570,635,626,401,5233.54687
6847,33,Premium,E,SI1,611,580,443,447,272,718.26742
6848,35,Ideal,E,VS2,621,560,453,452,281,732.94226
6849,81,Very Good,I,VS1,632,590,59,584,371,2621.86795
6850,12,Very Good,J,VS2,625,570,672,679,422,5018.08503
6851,42,Ideal,G,SI2,607,570,487,484,295,976.28326
6852,33,Ideal,G,SI1,616,560,443,447,274,718.26742
6853,162,Ideal,H,VS2,615,610,753,748,462,11629.25726
6854,101,Good,E,SI1,633,550,637,642,405,4992.42016
6855,121,Very Good,G,VVS2,604,560,696,691,419,10222.41341
6856,53,Ideal,F,VS1,622,550,522,517,323,1755.11631
6857,4,Ideal,H,SI1,617,560,472,477,293,976.28326
6858,46,Very Good,I,VVS1,635,570,491,485,31,1003.60725
6859,71,Premium,F,VS1,611,580,576,572,351,3056.56396
6860,72,Very Good,F,VS2,630,540,569,573,36,2823.25935
6861,153,Good,H,I1,623,556,734,738,459,5594.26903
6862,113,Premium,J,SI2,597,590,685,676,406,5042.30708
6863,41,Premium,G,VS2,607,590,48,485,293,825.775
6864,54,Very Good,G,VVS2,618,570,522,526,324,2118.65785
6865,72,Fair,E,VS2,644,590,567,564,364,2833.03934
6866,41,Very Good,H,SI1,614,600,473,478,292,976.28326
6867,101,Good,G,SI2,592,650,635,641,378,4176.95335
6868,62,Premium,J,VS2,612,590,542,552,335,1742.0527
6869,27,Ideal,E,VVS2,615,570,414,418,256,691.3973
6870,9,Fair,G,SI2,645,560,606,60,389,3302.50089
6871,21,Good,H,SI1,637,610,81,807,515,15681.85622
6872,38,Ideal,E,VS1,616,560,465,467,287,957.496
6873,31,Ideal,G,VVS1,618,540,438,442,272,718.26742
6874,23,Ideal,F,VS2,615,550,393,397,243,691.3973
6875,31,Ideal,G,IF,628,560,434,439,274,760.37612
6876,38,Ideal,E,VVS1,615,560,467,47,288,910.97672
6877,7,Very Good,D,VS2,632,600,561,556,353,2755.39829
6878,16,Premium,G,SI1,622,580,75,744,465,11580.6418
6879,57,Premium,E,SI1,614,580,534,528,326,1431.60072
6880,91,Premium,I,SI2,602,590,629,624,377,3716.84928
6881,3,Ideal,F,SI1,628,560,426,424,267,691.3973
6882,9,Very Good,I,SI1,605,580,622,627,378,3723.34603
6883,10,Good,F,SI1,640,570,629,633,404,4558.31028
6884,102,Very Good,F,VVS1,624,580,638,641,399,9596.04555
6885,32,Ideal,H,VS2,620,550,438,44,272,718.26742
6886,38,Very Good,E,VVS2,597,630,471,473,282,976.28326
6887,7,Very Good,H,SI1,609,620,567,572,347,2440.89836
6888,38,Ideal,D,VVS1,607,570,469,474,286,984.81999
6889,155,Ideal,D,VS2,601,580,756,754,454,14870.60396
6890,71,Ideal,H,VS1,608,570,574,579,351,3346.40709
6891,8,Ideal,E,VS2,622,570,595,598,371,3397.97613
6892,71,Ideal,H,SI2,627,550,568,564,356,2273.19767
6893,41,Ideal,D,SI1,623,550,479,477,298,976.28326
6894,5,Ideal,G,VS2,616,550,511,514,316,1700.2424
6895,33,Premium,G,SI1,598,580,454,452,271,732.94226
6896,227,Premium,I,SI1,610,580,842,84,519,16612.43077
6897,11,Ideal,I,SI1,621,570,66,664,411,4669.6985
6898,27,Very Good,G,VVS2,620,560,414,417,257,691.3973
6899,103,Ideal,F,VS1,621,550,647,65,403,7400.31641
6900,32,Ideal,F,VVS2,608,580,439,443,268,718.26742
6901,76,Premium,F,SI1,627,580,583,578,364,2624.35424
6902,202,Ideal,H,SI1,623,570,804,814,504,16864.1912
6903,101,Premium,F,SI1,589,600,657,65,385,4859.43222
6904,7,Fair,G,I1,686,590,545,531,37,1878.92663
6905,133,Ideal,H,SI1,627,560,699,704,44,7552.79408
6906,16,Ideal,E,SI1,619,540,756,75,466,12350.47354
6907,4,Ideal,J,SI1,614,550,475,48,293,944.43882
6908,119,Ideal,E,SI2,619,560,684,68,422,5236.71575
6909,51,Very Good,E,VS2,630,590,505,508,319,1689.71597
6910,54,Ideal,E,VVS2,622,540,523,526,326,2118.65785
6911,101,Ideal,G,VS2,620,549,641,644,399,6257.43821
6912,258,Very Good,D,SI2,589,630,908,901,533,15857.66367
6913,53,Ideal,H,VS2,615,560,521,526,322,1700.2424
6914,108,Ideal,J,SI1,618,560,658,655,406,4180.49812
6915,72,Ideal,E,SI1,603,570,583,585,352,2624.35424
6916,32,Ideal,E,VVS2,612,560,439,443,27,718.26742
6917,115,Premium,F,SI2,611,570,682,677,415,5185.85928
6918,41,Premium,E,SI1,624,580,475,477,297,976.28326
6919,7,Ideal,D,SI1,607,560,575,572,348,2501.75853
6920,4,Very Good,H,VS1,634,580,474,466,298,976.28326
6921,41,Ideal,F,SI1,622,540,478,48,298,944.43882
6922,101,Ideal,E,VVS2,617,570,642,644,397,9716.02299
6923,111,Very Good,J,VS2,632,590,655,646,411,4324.69132
6924,31,Premium,J,SI1,581,620,447,444,259,718.26742
6925,54,Very Good,J,SI1,613,550,523,528,322,1431.60072
6926,39,Good,F,VVS2,577,610,491,48,28,944.43882
6927,17,Premium,H,SI2,621,560,766,755,472,10086.44128
6928,52,Premium,G,VS1,617,560,521,517,32,1677.6497
6929,7,Very Good,F,SI1,594,590,575,58,343,2605.29757
6930,9,Ideal,E,SI2,626,570,613,62,386,3728.74769
6931,15,Premium,D,SI2,589,600,748,745,44,8487.34655
6932,75,Premium,J,SI1,617,560,592,581,362,2303.99316
6933,141,Premium,H,VS2,612,600,721,717,44,8920.26406
6934,3,Ideal,E,VS1,621,580,426,428,265,691.3973
6935,79,Very Good,E,VVS1,628,600,58,589,367,3336.43115
6936,112,Premium,G,VS1,622,590,661,658,41,7098.34895
6937,31,Ideal,G,IF,626,570,432,43,27,760.37612
6938,58,Ideal,E,VS1,618,570,533,535,33,1677.6497
6939,5,Ideal,D,VS2,624,550,509,51,318,1700.2424
6940,97,Good,I,VS2,645,610,616,621,399,4223.54539
6941,7,Very Good,D,VVS1,634,590,563,564,357,3035.62446
6942,42,Ideal,F,VVS2,616,550,484,487,299,976.28326
6943,201,Very Good,I,VS1,598,630,811,814,486,16049.05362
6944,10,Premium,G,SI2,618,590,638,633,393,4051.649
6945,41,Premium,E,SI1,623,560,478,476,297,976.28326
6946,105,Premium,I,I1,618,560,653,648,402,3161.97332
6947,14,Premium,G,SI2,620,600,71,716,442,7579.60382
6948,112,Premium,H,SI1,622,600,665,659,412,5295.70292
6949,9,Premium,D,SI2,629,560,619,609,386,3459.8901
6950,38,Ideal,E,VVS2,624,560,469,463,291,957.496
6951,38,Very Good,F,VVS1,617,560,463,466,286,876.32326
6952,10,Good,J,SI1,595,610,646,652,386,4044.43531
6953,26,Very Good,E,VVS1,629,610,401,406,254,691.3973
6954,33,Premium,G,VVS2,617,590,439,442,272,718.26742
6955,102,Fair,H,SI1,646,550,633,628,407,4669.23772
6956,105,Ideal,E,VS1,626,570,65,644,405,7449.10062
6957,15,Very Good,F,VS2,613,580,724,729,445,14022.45367
6958,73,Good,E,SI2,633,570,569,572,361,2273.19767
6959,31,Ideal,H,VS1,621,540,43,437,269,691.3973
6960,24,Ideal,J,SI1,627,570,86,85,536,11939.30492
6961,32,Ideal,I,VVS2,617,560,44,442,272,691.3973
6962,92,Ideal,J,VS2,611,570,631,622,383,3529.22819
6963,33,Very Good,G,VS1,620,590,436,442,272,705.13312
6964,44,Very Good,F,SI2,628,600,482,486,304,999.59806
6965,28,Ideal,F,VVS2,618,560,422,426,262,691.3973
6966,92,Good,F,SI1,640,560,612,617,393,4186.03652
6967,27,Very Good,F,VVS1,618,560,415,417,257,691.3973
6968,51,Very Good,G,VS2,612,550,513,516,315,1700.2424
6969,32,Premium,F,VS2,615,580,439,442,271,718.26742
6970,209,Very Good,I,SI2,631,600,804,812,51,14632.96474
6971,7,Very Good,H,VS2,579,620,58,59,339,1347.56496
6972,101,Ideal,F,VS1,622,570,648,639,40,7661.2614
6973,123,Premium,G,VS1,596,600,699,694,415,9224.78039
6974,5,Very Good,G,VVS2,614,570,51,516,315,1922.01339
6975,51,Ideal,E,VS2,618,560,514,512,317,1700.2424
6976,39,Very Good,F,SI1,613,620,468,471,288,957.496
6977,26,Very Good,F,VS2,625,550,405,408,254,691.3973
6978,52,Ideal,F,VS2,615,560,519,521,32,1642.92052
6979,24,Premium,H,VVS1,612,580,401,396,244,691.3973
6980,81,Ideal,F,VVS2,623,540,594,601,372,3577.66106
6981,5,Good,H,VVS2,619,643,501,503,311,1853.72304
6982,77,Premium,E,SI2,617,610,593,59,365,2487.38158
6983,71,Premium,F,SI2,623,600,57,567,354,2398.81141
6984,71,Ideal,F,VS1,619,560,566,572,353,3038.48479
6985,153,Very Good,E,SI1,626,570,725,741,459,11558.09273
6986,45,Very Good,G,VVS1,600,570,499,502,30,1463.53599
6987,37,Premium,G,SI1,621,600,454,461,284,746.77578
6988,31,Good,F,VS2,642,590,43,423,274,691.3973
6989,15,Premium,F,VS1,602,590,741,737,445,16294.19839
6990,7,Ideal,D,SI2,603,560,573,577,347,2263.58087
6991,108,Ideal,F,SI1,627,570,653,657,411,5246.15918
6992,116,Premium,I,VS2,624,580,669,665,416,5073.09968
6993,12,Premium,H,SI1,628,560,676,668,422,5549.24263
6994,33,Ideal,E,VS2,624,540,444,447,278,718.26742
6995,14,Very Good,G,VS2,601,620,716,725,433,10965.07005
6996,91,Very Good,H,VS2,616,600,619,621,382,4571.93178
6997,32,Very Good,F,VS1,600,620,444,449,268,718.26742
6998,52,Very Good,F,SI1,603,610,521,527,316,1431.60072
6999,139,Ideal,I,SI2,616,550,714,718,441,6685.99991
7000,103,Fair,E,SI2,653,590,63,625,41,3692.73229
7001,73,Very Good,G,SI1,588,610,587,593,347,2708.02586
7002,7,Good,D,VS2,580,650,581,573,339,2779.73145
7003,27,Very Good,F,VS2,618,570,414,418,257,691.3973
7004,106,Ideal,G,VS2,613,570,656,658,403,6509.81822
7005,3,Ideal,H,VVS1,612,570,43,439,266,691.3973
7006,9,Good,H,SI1,642,600,605,602,387,3482.04155
7007,9,Very Good,J,VS2,633,560,613,61,387,3704.47699
7008,115,Premium,G,VVS1,608,580,674,677,411,9514.12783
7009,11,Very Good,G,VS2,619,567,657,663,409,6611.72354
7010,7,Ideal,F,SI1,607,570,578,582,352,2624.35424
7011,51,Ideal,F,VS2,619,550,511,515,318,1700.2424
7012,10,Good,H,SI2,632,600,627,63,397,4087.49499
7013,41,Ideal,F,VVS2,614,570,477,481,294,976.28326
7014,7,Very Good,E,VS1,634,560,56,563,356,2808.16354
7015,10,Very Good,F,VS1,581,620,657,662,383,7523.90326
7016,3,Very Good,E,VS2,624,570,424,426,265,691.3973
7017,42,Very Good,H,SI1,615,540,487,489,30,976.28326
7018,31,Premium,D,SI1,609,600,438,439,267,718.26742
7019,38,Ideal,F,SI2,620,550,467,469,29,957.496
7020,51,Very Good,E,SI1,632,610,508,505,32,1539.71288
7021,95,Very Good,E,SI2,587,630,643,637,376,4222.16236
7022,3,Premium,F,SI1,609,580,437,43,264,718.26742
7023,101,Premium,F,VS1,625,580,637,642,40,7278.46842
7024,43,Ideal,H,SI1,625,570,484,479,301,976.28326
7025,5,Very Good,D,SI2,634,590,503,50,318,1163.12082
7026,132,Ideal,F,VS2,623,570,706,697,437,9692.00767
7027,7,Ideal,G,SI1,622,560,572,569,355,2501.75853
7028,7,Very Good,D,SI2,614,580,57,574,351,2467.43006
7029,36,Ideal,F,IF,617,550,458,462,284,833.76552
7030,151,Ideal,G,VVS2,605,560,742,745,45,15518.92007
7031,4,Ideal,E,SI1,619,570,474,476,294,976.28326
7032,55,Premium,G,VS1,620,570,53,525,327,1693.26602
7033,65,Ideal,H,SI1,615,550,559,563,345,2409.42281
7034,152,Premium,E,VS2,618,590,738,731,454,14254.97579
7035,129,Ideal,D,VS1,624,550,693,699,434,10469.0673
7036,31,Ideal,I,VVS1,623,540,437,44,273,718.26742
7037,31,Ideal,D,VS2,610,540,438,444,269,718.26742
7038,9,Good,F,VS2,636,590,611,606,387,3854.91001
7039,108,Premium,H,VS2,624,580,656,649,407,5371.0979
7040,151,Premium,H,VVS1,606,600,74,742,449,10705.26995
7041,101,Ideal,E,SI1,607,570,652,649,395,5071.59264
7042,102,Premium,G,SI2,617,580,646,641,397,4222.16236
7043,41,Premium,G,VS1,625,590,473,477,297,976.28326
7044,107,Very Good,G,VVS2,628,570,646,656,409,8095.93462
7045,41,Ideal,F,VS2,618,560,48,478,296,825.775
7046,4,Premium,F,VS2,593,590,479,483,285,976.28326
7047,122,Good,H,SI2,615,640,693,687,425,5492.68443
7048,115,Very Good,D,VS2,614,570,67,678,414,8234.1397
7049,123,Ideal,H,VS2,617,560,692,688,426,7321.13208
7050,37,Premium,D,VVS2,607,590,463,466,282,848.99927
7051,106,Premium,I,SI1,619,590,652,65,403,4638.2383
7052,17,Premium,I,SI2,617,560,766,757,47,9130.12551
7053,34,Ideal,F,SI1,594,570,454,458,271,732.94226
7054,117,Ideal,J,SI1,621,570,674,681,421,4974.76467
7055,5,Ideal,E,VS1,619,550,508,513,316,1755.11631
7056,3,Good,G,VVS2,632,570,423,428,269,691.3973
7057,101,Good,E,SI1,645,560,624,629,404,4438.72816
7058,104,Ideal,J,VVS2,611,580,649,657,399,6034.07478
7059,10,Premium,E,VS2,628,600,636,632,398,6360.552
7060,33,Ideal,F,VS2,613,560,447,443,273,718.26742
7061,17,Premium,G,VS2,609,600,771,768,469,16477.75452
7062,41,Premium,E,VS1,607,580,479,483,292,976.28326
7063,81,Premium,H,VS2,580,590,617,613,357,4102.42539
7064,101,Very Good,D,VVS2,602,580,651,657,394,10789.96113
7065,111,Premium,G,VS2,608,580,67,665,406,7156.54752
7066,32,Ideal,G,VS1,619,550,439,443,273,718.26742
7067,3,Premium,D,SI1,626,560,429,424,267,691.3973
7068,5,Good,D,SI2,634,590,50,503,318,1373.78101
7069,71,Ideal,F,VVS1,618,560,572,574,354,3218.08289
7070,115,Premium,G,SI2,622,600,669,666,415,4519.5983
7071,4,Fair,G,VS2,646,550,462,464,299,848.99927
7072,7,Very Good,F,SI1,613,590,568,574,35,2564.74354
7073,7,Good,H,VS2,591,650,575,585,343,3039.42504
7074,119,Premium,H,SI1,627,610,673,666,42,5178.58973
7075,106,Good,J,VS2,635,601,643,651,411,4324.69132
7076,33,Ideal,H,VVS2,619,550,447,445,276,718.26742
7077,74,Ideal,H,VVS2,612,570,579,585,356,3376.01853
7078,106,Very Good,H,VS1,619,580,657,649,404,5553.72735
7079,72,Very Good,G,VS2,620,560,575,577,357,2962.3893
7080,9,Ideal,I,SI2,620,560,616,62,383,3774.72134
7081,111,Premium,J,SI1,595,580,689,677,407,4974.7933
7082,101,Premium,E,VS1,629,600,643,633,401,6974.0385
7083,101,Premium,G,SI1,622,580,642,64,399,4927.11706
7084,31,Very Good,F,VVS1,618,590,433,435,268,691.3973
7085,39,Ideal,F,VS1,622,560,47,463,29,764.7867
7086,31,Ideal,G,VS1,624,550,435,433,271,691.3973
7087,82,Ideal,G,VVS2,621,560,597,601,372,3680.21536
7088,9,Very Good,H,VS1,625,580,609,613,382,4225.63257
7089,61,Ideal,F,VVS2,617,550,545,548,337,2118.65785
7090,8,Very Good,G,VVS2,625,560,595,598,373,3507.02114
7091,5,Ideal,F,VVS2,623,570,506,508,316,2118.65785
7092,104,Premium,E,SI1,596,590,659,656,392,5160.81388
7093,101,Good,G,VS2,644,580,623,631,404,5956.64241
7094,151,Very Good,H,SI1,617,610,73,735,452,10024.13541
7095,72,Very Good,E,SI1,631,600,565,57,358,2400.62041
7096,38,Ideal,F,VS1,621,550,466,463,289,957.496
7097,201,Premium,I,VS2,626,590,804,801,502,16049.05362
7098,51,Very Good,I,SI1,625,580,505,512,318,1447.32781
7099,201,Premium,I,SI2,629,580,805,80,505,14047.60767
7100,51,Ideal,H,IF,620,540,514,518,32,1837.03632
7101,10,Premium,G,VVS2,605,620,644,639,388,7746.09924
7102,54,Premium,F,SI2,596,600,525,528,314,1202.71406
7103,33,Ideal,H,VS2,607,570,446,45,272,718.26742
7104,106,Premium,H,SI2,626,580,652,646,406,4222.16236
7105,77,Ideal,J,SI1,620,570,584,587,363,2315.12543
7106,7,Fair,G,I1,669,550,56,552,372,1653.47364
7107,122,Ideal,I,VS1,623,540,682,686,426,6212.7171
7108,71,Ideal,H,VVS2,615,540,574,58,355,2972.7268
7109,34,Premium,J,VS2,623,600,446,449,279,718.26742
7110,10,Premium,E,SI1,591,580,652,644,383,5031.53784
7111,103,Ideal,E,SI2,617,550,652,646,401,4260.496
7112,71,Premium,G,VS2,628,580,574,569,359,2867.63136
7113,11,Ideal,I,VS2,618,554,662,665,41,4834.69448
7114,42,Very Good,F,SI1,631,560,477,48,302,944.43882
7115,113,Ideal,E,VVS2,616,560,669,671,413,11254.62163
7116,32,Ideal,I,VS2,606,560,442,446,269,718.26742
7117,31,Ideal,F,IF,613,550,438,443,27,787.24624
7118,3,Premium,I,VS1,604,580,44,434,264,691.3973
7119,15,Premium,H,VVS2,629,590,731,726,458,11201.90447
7120,5,Ideal,H,VS1,619,530,511,516,318,1755.11631
7121,77,Premium,E,SI1,617,580,586,59,363,2649.82585
7122,56,Ideal,E,SI1,609,560,532,535,325,1431.60072
7123,10,Good,H,SI2,634,610,629,633,40,3886.15061
7124,101,Very Good,E,SI2,628,570,635,638,40,4176.95335
7125,101,Premium,F,VVS2,621,520,65,645,402,8773.84746
7126,9,Premium,I,SI1,618,580,621,619,383,3641.43458
7127,3,Premium,E,VS2,620,580,429,426,265,691.3973
7128,9,Good,D,SI1,638,570,612,607,389,3758.3488
7129,31,Premium,G,VS1,621,580,431,436,269,691.3973
7130,71,Ideal,D,SI1,618,560,572,576,354,2525.30065
7131,135,Very Good,J,SI1,611,610,71,713,435,7182.76447
7132,33,Ideal,I,IF,616,550,446,447,275,787.24624
7133,112,Very Good,E,SI1,588,610,674,68,398,5323.91778
7134,33,Premium,G,VVS2,617,590,442,439,272,718.26742
7135,101,Very Good,I,VS1,617,590,645,651,40,5007.98481
7136,31,Very Good,D,SI1,635,580,43,427,272,691.3973
7137,101,Good,G,SI1,607,590,635,64,387,4747.87701
7138,15,Premium,I,SI1,586,620,746,743,436,8815.61548
7139,57,Premium,I,SI2,621,600,532,527,329,1202.71406
7140,20,Good,H,VS2,573,590,827,824,473,16751.06056
7141,7,Ideal,F,SI1,613,570,575,571,351,2501.75853
7142,72,Ideal,H,VS1,615,550,577,585,356,3376.01853
7143,41,Premium,G,VS2,592,580,483,48,285,944.43882
7144,121,Premium,J,VS2,602,570,697,691,418,5486.58312
7145,118,Ideal,H,SI1,614,550,684,678,418,6250.49185
7146,209,Premium,H,VS2,622,580,817,812,506,16879.30836
7147,55,Very Good,I,SI2,631,580,515,519,326,1202.71406
7148,128,Good,J,VS1,591,620,706,716,42,5829.66059
7149,31,Ideal,E,VS2,618,540,434,437,269,691.3973
7150,10,Premium,E,SI2,591,610,644,639,379,4222.16236
7151,101,Good,G,VS1,637,560,637,629,403,6312.73775
7152,31,Good,I,SI1,638,550,434,431,276,691.3973
7153,4,Very Good,E,VS2,591,600,481,484,285,976.28326
7154,35,Ideal,E,VVS1,613,560,452,455,278,732.94226
7155,54,Ideal,D,VS2,611,570,522,525,32,1642.92052
7156,84,Very Good,G,SI2,629,550,599,612,38,3362.0372
7157,151,Very Good,I,VS1,618,630,728,734,452,9880.50376
7158,58,Very Good,H,SI1,597,570,541,547,325,1431.60072
7159,28,Premium,E,VVS1,613,600,421,418,257,691.3973
7160,35,Premium,E,VVS2,602,580,466,461,279,939.48508
7161,8,Premium,E,SI1,615,580,593,597,366,3001.36835
7162,76,Very Good,H,SI1,633,580,579,581,367,2683.12322
7163,106,Very Good,E,IF,627,580,648,654,408,12005.89665
7164,52,Very Good,G,SI1,619,590,508,513,316,1431.60072
7165,38,Ideal,F,VS2,620,560,463,466,288,848.99927
7166,4,Premium,H,VVS1,618,580,472,469,291,1003.60725
7167,41,Very Good,G,VS1,605,570,481,485,292,976.28326
7168,7,Very Good,H,SI1,624,590,563,575,355,2464.44048
7169,15,Ideal,H,SI2,624,580,729,726,454,8017.62343
7170,3,Good,J,SI1,634,540,423,429,27,691.3973
7171,91,Good,H,SI1,638,600,60,616,388,4138.00726
7172,9,Ideal,E,VS2,627,560,614,618,386,4775.85739
7173,107,Ideal,G,SI1,621,570,659,652,407,5161.03041
7174,201,Premium,H,SI2,619,590,813,797,498,13657.23625
7175,39,Premium,D,VVS2,629,580,466,462,292,957.496
7176,34,Good,D,VS2,636,550,44,443,281,691.3973
7177,53,Premium,D,VS1,592,600,537,531,316,1755.11631
7178,9,Premium,E,VS2,630,580,616,613,387,4600.97715
7179,108,Very Good,D,VS1,602,580,661,667,40,7733.30241
7180,3,Very Good,E,SI2,588,600,439,442,259,718.26742
7181,39,Premium,D,VS2,614,600,472,47,289,944.43882
7182,32,Ideal,I,VS1,614,553,439,442,27,718.26742
7183,142,Premium,H,SI1,623,580,715,719,447,8484.47705
7184,102,Premium,G,VS2,621,580,65,644,402,6344.45732
7185,24,Very Good,I,VVS1,623,570,395,398,247,691.3973
7186,51,Ideal,H,VVS1,618,550,515,518,319,2059.3912
7187,31,Very Good,I,VS1,635,570,428,426,271,691.3973
7188,51,Ideal,G,VVS2,629,570,512,509,321,2118.65785
7189,58,Very Good,J,VS2,628,570,528,533,333,1700.2424
7190,34,Ideal,E,VS1,624,550,447,444,278,718.26742
7191,34,Premium,F,SI2,600,580,455,458,274,732.94226
7192,103,Very Good,G,SI1,610,580,65,654,398,4997.49447
7193,121,Very Good,D,SI2,609,580,683,689,418,5225.922
7194,10,Very Good,D,VS1,627,600,631,636,397,7641.96409
7195,205,Very Good,F,SI2,619,560,813,818,505,16105.57921
7196,101,Ideal,H,VS1,615,560,648,643,397,5553.72735
7197,7,Good,H,VVS2,614,640,573,561,348,2997.27395
7198,53,Ideal,D,VS2,626,560,514,518,323,1700.2424
7199,3,Ideal,F,VVS2,615,580,43,435,266,691.3973
7200,3,Ideal,E,VS1,615,560,431,437,267,691.3973
7201,36,Premium,G,SI1,618,590,455,457,282,732.94226
7202,76,Ideal,D,VS1,620,560,584,587,363,3407.8447
7203,7,Premium,F,SI1,610,600,575,572,35,2625.60371
7204,4,Premium,F,VS1,624,590,469,467,292,957.496
7205,37,Premium,G,VS1,595,580,467,471,279,957.496
7206,75,Good,E,VS2,597,650,585,58,348,2899.02668
7207,104,Very Good,G,VS1,631,570,639,644,405,6796.07699
7208,121,Ideal,G,VS2,620,560,687,677,423,8385.7665
7209,55,Ideal,H,VVS1,617,550,527,53,327,2059.3912
7210,34,Ideal,G,SI1,612,570,456,453,278,732.94226
7211,102,Very Good,J,SI2,629,590,634,641,401,4176.95335
7212,101,Premium,F,VS2,617,580,648,642,398,6522.38435
7213,115,Ideal,I,VS2,617,590,668,673,414,5200.25894
7214,172,Very Good,E,SI1,622,580,763,77,477,13277.87898
7215,34,Very Good,D,SI1,602,600,45,454,272,706.07214
7216,135,Premium,F,VS2,619,580,706,702,436,9831.8771
7217,4,Ideal,D,VS2,628,570,472,468,295,976.28326
7218,9,Very Good,G,SI2,624,550,613,617,384,3618.82023
7219,109,Ideal,G,SI1,622,560,66,655,409,5100.21719
7220,76,Ideal,G,VS2,617,540,588,592,364,3249.722
7221,5,Ideal,E,VS2,606,590,51,52,312,1301.9898
7222,13,Very Good,H,VS1,619,560,697,705,434,8203.94886
7223,101,Very Good,D,SI2,599,610,646,65,388,4223.79949
7224,109,Ideal,H,SI1,624,550,668,659,414,5347.316
7225,10,Premium,E,VS1,604,590,651,654,394,7523.90326
7226,91,Premium,H,VS2,596,600,629,625,374,4574.28873
7227,31,Ideal,E,SI1,601,570,436,439,263,705.13312
7228,142,Fair,G,VS2,596,660,731,723,433,12258.64774
7229,7,Ideal,F,VS1,616,570,57,573,352,3056.05677
7230,34,Premium,H,SI1,602,580,452,448,271,718.26742
7231,39,Premium,G,VS2,604,610,47,467,283,792.54563
7232,5,Ideal,F,VS2,609,570,514,516,314,1700.2424
7233,3,Very Good,G,SI1,597,600,435,439,261,691.3973
7234,9,Premium,D,VS2,587,620,632,629,37,5472.86327
7235,4,Ideal,E,VS2,623,560,472,475,295,976.28326
7236,101,Very Good,G,IF,600,610,641,645,386,8215.88316
7237,10,Good,I,SI1,576,610,656,652,377,4377.26131
7238,29,Ideal,F,VVS2,611,580,426,428,261,691.3973
7239,7,Ideal,G,VVS2,630,550,565,569,357,3038.48479
7240,22,Ideal,H,VS2,617,550,841,838,518,16771.77136
7241,101,Premium,H,VS2,605,580,646,64,389,5621.2891
7242,78,Ideal,E,SI1,627,560,588,583,367,2740.08496
7243,12,Ideal,I,VS1,628,550,679,675,425,5776.89096
7244,121,Premium,H,IF,622,580,68,683,424,8663.46341
7245,101,Very Good,G,SI1,632,590,636,632,401,4773.47803
7246,167,Premium,I,VS1,611,580,769,76,467,10740.62907
7247,57,Premium,D,SI1,602,600,536,534,322,1431.60072
7248,56,Ideal,G,VS2,612,560,533,529,325,1700.2424
7249,71,Very Good,H,SI2,622,551,57,572,355,2467.43006
7250,31,Good,H,SI1,636,570,428,431,273,691.3973
7251,43,Premium,E,SI1,615,600,485,478,296,976.28326
7252,46,Very Good,D,SI2,620,600,489,492,304,999.59806
7253,12,Premium,H,SI2,598,580,692,683,411,5139.40625
7254,32,Ideal,G,VVS1,613,550,446,438,271,718.26742
7255,152,Fair,H,I1,697,550,692,689,481,3763.39246
7256,92,Good,E,SI2,618,590,611,619,38,3618.82023
7257,44,Premium,G,SI1,619,580,487,483,30,976.28326
7258,91,Good,H,SI1,637,600,616,609,39,4009.91485
7259,3,Ideal,H,VVS1,619,570,43,433,267,691.3973
7260,7,Premium,J,VS2,612,600,573,57,35,2373.45176
7261,103,Premium,J,SI2,622,590,642,64,399,4256.89942
7262,367,Premium,I,I1,624,560,986,981,613,13560.2638
7263,59,Ideal,G,VS2,619,570,541,538,334,1700.2424
7264,3,Ideal,F,VS2,630,550,429,428,27,691.3973
7265,57,Ideal,E,SI1,619,560,532,535,33,1539.71288
7266,31,Ideal,H,VVS2,624,560,434,438,272,691.3973
7267,45,Premium,I,VVS1,630,560,49,488,308,893.46174
7268,51,Premium,D,SI2,602,580,524,52,314,1202.71406
7269,103,Very Good,J,VS1,634,580,636,642,405,4665.20808
