id,carat,cut,color,clarity,depth,table,x,y,z,price
8306,35,Premium,D,SI1,621,580,451,454,281,723.58915
8307,3,Very Good,D,VS2,628,590,426,428,268,693.74056
8308,33,Premium,E,VS2,620,590,439,441,273,611.05974
8309,53,Ideal,E,VS2,618,560,521,517,321,1618.81218
8310,72,Ideal,H,VVS2,609,560,578,584,354,2950.3915
8311,4,Very Good,G,VVS2,625,600,465,47,292,1075.61217
8312,59,Very Good,E,VS1,612,580,54,545,332,2006.84669
8313,3,Premium,E,VS2,619,590,429,433,267,516.84336
8314,228,Premium,H,SI1,593,580,86,856,509,14973.33008
8315,38,Ideal,F,VVS1,619,550,467,47,29,1085.98115
8316,51,Very Good,D,VS2,611,590,512,516,314,1586.40219
8317,51,Ideal,F,SI2,614,560,514,518,317,1115.97571
8318,3,Ideal,H,VVS1,620,550,434,43,268,871.5281
8319,32,Ideal,E,VS2,609,560,445,448,272,606.49468
8320,36,Ideal,D,VVS2,616,570,459,456,282,1025.23673
8321,271,Premium,E,SI2,604,590,913,903,548,18344.21412
8322,35,Ideal,E,IF,614,560,453,456,279,1098.7085
8323,42,Very Good,F,SI1,634,560,48,476,303,886.23011
8324,61,Very Good,I,IF,602,570,549,558,333,2092.59529
8325,33,Premium,H,VS2,623,580,441,438,274,684.4124
8326,32,Premium,E,VVS1,618,590,435,439,27,790.92916
8327,15,Ideal,F,VVS2,631,570,732,723,459,15629.38377
8328,153,Ideal,H,SI2,612,560,746,743,456,10099.01166
8329,41,Premium,E,VS1,607,590,479,477,29,834.5716
8330,25,Very Good,E,VVS2,609,590,403,411,248,679.93911
8331,11,Good,I,VS1,637,600,661,645,416,4770.91959
8332,111,Very Good,F,VVS1,597,550,677,682,406,11225.36558
8333,52,Ideal,H,VS1,617,550,517,521,32,1395.30769
8334,112,Ideal,G,SI2,622,550,668,664,414,4763.11748
8335,3,Good,E,VVS2,595,590,435,439,26,615.21637
8336,74,Very Good,D,SI2,615,590,579,582,357,2212.87998
8337,7,Very Good,J,VS2,632,570,563,566,357,1773.38641
8338,108,Ideal,G,SI2,623,560,653,657,408,4423.69765
8339,55,Ideal,I,VS1,622,550,526,529,328,1527.48598
8340,9,Good,G,SI2,613,600,613,62,378,3050.86018
8341,51,Ideal,E,VS2,618,570,514,515,318,1649.86895
8342,71,Very Good,G,VS2,615,570,569,573,351,2747.3854
8343,37,Very Good,H,VVS2,622,590,454,456,283,819.49705
8344,53,Ideal,F,SI2,617,560,523,524,323,1196.32431
8345,58,Very Good,G,SI1,629,570,53,535,335,1654.30231
8346,24,Premium,E,VS2,626,580,403,399,251,561.65381
8347,31,Ideal,I,VS2,614,550,435,441,269,452.21714
8348,56,Premium,J,SI1,603,590,534,53,321,965.17106
8349,43,Premium,H,SI1,602,570,493,491,296,924.58927
8350,5,Fair,F,VS1,629,680,502,496,314,1231.6
8351,12,Ideal,I,SI1,621,550,683,679,423,5481.85203
8352,4,Ideal,F,VS2,620,570,474,468,292,841.15173
8353,51,Ideal,G,SI1,613,550,518,522,319,1350.96583
8354,34,Premium,D,SI1,624,580,442,446,277,714.44453
8355,106,Ideal,G,VS1,614,560,655,658,403,7932.61252
8356,32,Ideal,F,VS1,619,560,436,44,271,740.25869
8357,32,Ideal,E,VS2,613,550,443,447,273,630.06459
8358,101,Premium,F,SI2,583,580,656,655,382,4112.28679
8359,102,Premium,D,VS1,613,580,652,647,398,9050.48202
8360,32,Ideal,D,SI2,618,550,438,442,272,373.97205
8361,15,Very Good,J,SI2,587,600,746,754,44,5383.19206
8362,15,Premium,I,SI2,622,610,724,719,449,6435.50056
8363,15,Ideal,E,SI1,624,560,736,731,458,12141.37435
8364,102,Good,D,VS2,632,580,636,64,403,7004.04329
8365,91,Good,G,VS2,636,580,614,61,389,4503.91966
8366,33,Ideal,D,SI2,613,560,445,449,274,425.34124
8367,9,Very Good,H,VVS2,629,580,61,615,385,4404.91322
8368,15,Fair,G,SI1,645,570,715,709,459,8552.48235
8369,46,Ideal,F,SI2,614,560,497,50,306,865.11937
8370,5,Ideal,D,SI2,624,560,506,51,317,1199.49242
8371,109,Ideal,H,SI2,600,590,672,677,405,4462.99844
8372,171,Premium,F,VS2,623,590,757,753,47,15328.68501
8373,55,Ideal,E,VS1,612,570,528,53,324,1636.26292
8374,106,Ideal,I,SI2,614,570,657,663,405,4136.84816
8375,103,Very Good,F,VS1,602,550,662,656,397,8059.38771
8376,201,Very Good,H,SI2,634,560,809,799,51,13972.74239
8377,10,Premium,E,VS1,614,580,644,642,395,8596.59813
8378,72,Ideal,G,VS1,612,570,576,579,353,3012.55961
8379,31,Very Good,H,VS2,622,590,434,438,271,534.96596
8380,31,Good,I,VS1,635,570,426,428,271,396.12266
8381,72,Premium,I,VS2,609,600,576,58,352,2317.70593
8382,101,Very Good,F,SI2,627,550,632,64,399,4300.18542
8383,11,Premium,H,SI1,621,580,661,659,41,4816.80206
8384,115,Very Good,G,SI1,622,590,666,671,416,5345.94195
8385,31,Ideal,E,VS2,610,560,438,434,266,623.97372
8386,55,Premium,E,VS2,605,580,532,526,32,1598.83522
8387,3,Ideal,H,VS1,629,560,427,422,267,623.12594
8388,112,Premium,G,VS2,617,560,672,661,411,7047.77488
8389,208,Ideal,H,SI1,613,560,824,827,506,15715.88077
8390,152,Premium,E,VS1,606,580,738,744,449,14970.57136
8391,102,Ideal,G,VVS1,615,570,644,647,397,9014.01573
8392,103,Very Good,F,SI1,606,630,647,65,393,5253.18766
8393,101,Very Good,H,SI1,612,600,641,644,393,4703.81815
8394,4,Ideal,F,SI1,598,570,482,485,289,776.17984
8395,91,Premium,E,SI1,605,610,623,619,376,4147.56082
8396,72,Very Good,E,SI2,597,590,577,582,346,2128.82645
8397,4,Premium,E,VS2,593,590,477,481,284,724.37559
8398,151,Ideal,G,VS2,608,540,745,743,452,13323.63352
8399,74,Premium,J,SI1,616,590,582,577,357,1882.09179
8400,13,Premium,F,VVS1,593,590,711,708,422,13910.77908
8401,72,Very Good,J,VS1,640,570,567,571,364,1980.93743
8402,101,Very Good,F,SI1,635,590,638,629,402,5204.54843
8403,111,Ideal,H,SI1,625,560,665,663,415,5577.8108
8404,53,Premium,H,VS1,605,570,534,527,321,1581.78506
8405,31,Premium,G,VS1,621,580,436,431,269,810.41899
8406,45,Fair,G,SI1,686,570,473,45,319,840.7811
8407,78,Ideal,G,VS2,622,570,587,59,366,3230.76561
8408,4,Very Good,E,VS2,604,630,468,472,284,775.57908
8409,104,Premium,H,SI2,615,590,654,651,401,4123.65404
8410,73,Good,H,SI2,609,650,586,569,351,2099.06892
8411,34,Ideal,G,VVS1,618,560,448,451,278,972.53764
8412,49,Premium,G,SI2,594,600,517,514,306,1083.77042
8413,61,Very Good,E,VS1,596,630,544,557,328,2258.14783
8414,31,Very Good,H,SI1,590,570,44,444,261,499.68717
8415,131,Ideal,F,SI1,624,560,698,69,433,7619.0749
8416,101,Very Good,I,SI1,631,570,632,636,40,4076.65492
8417,10,Premium,F,SI1,586,580,656,652,383,4707.17503
8418,4,Very Good,E,SI1,628,590,467,47,294,862.26223
8419,42,Very Good,F,VS1,598,570,485,489,291,910.72553
8420,32,Ideal,E,VVS1,613,570,443,438,27,806.78183
8421,77,Ideal,D,VS1,622,550,585,588,365,4220.85282
8422,71,Very Good,G,SI1,629,560,568,573,359,2273.47747
8423,3,Very Good,F,VVS1,625,560,427,431,268,844.73279
8424,101,Very Good,D,SI2,608,610,645,65,394,4410.28219
8425,17,Premium,I,VS2,624,580,761,756,473,11431.14473
8426,31,Very Good,E,SI1,620,580,43,435,268,470.26461
8427,72,Premium,D,SI1,604,590,577,572,347,2524.56394
8428,134,Ideal,H,VS2,612,560,709,705,433,7929.83715
8429,9,Good,H,SI1,661,570,594,599,394,3259.87376
8430,56,Ideal,H,VS2,617,540,531,533,328,1795.74147
8431,178,Premium,H,SI2,610,610,788,782,479,12410.35305
8432,39,Ideal,F,VS2,600,570,476,47,284,805.57792
8433,123,Ideal,D,VVS1,624,570,688,683,428,14704.83257
8434,3,Ideal,F,VVS1,580,600,434,437,264,805.66897
8435,27,Very Good,E,VS2,595,560,42,431,253,519.7811
8436,3,Very Good,E,VS2,620,580,426,429,265,466.17669
8437,9,Ideal,F,SI2,623,570,619,617,385,3721.22566
8438,152,Premium,E,SI1,625,590,726,733,456,11529.31899
8439,27,Ideal,H,VS1,623,540,416,419,26,521.24343
8440,126,Ideal,G,VS1,612,570,703,695,428,9833.54769
8441,42,Ideal,D,SI1,618,570,481,477,296,935.77608
8442,64,Ideal,E,VS1,608,560,561,559,341,2643.82754
8443,46,Ideal,I,VS2,623,590,495,491,307,928.60302
8444,159,Premium,E,VS2,623,590,743,738,461,14205.92997
8445,31,Premium,H,SI1,627,580,434,431,271,501.71128
8446,37,Ideal,E,VVS2,614,560,464,467,286,952.87925
8447,4,Premium,G,VS1,613,600,466,471,287,934.13092
8448,41,Premium,E,VS1,608,590,476,482,291,880.90214
8449,31,Ideal,D,VS2,619,560,438,434,27,743.6429
8450,41,Very Good,E,VVS1,612,620,476,478,292,1140.56718
8451,103,Ideal,E,VVS2,606,590,65,653,395,10171.24148
8452,62,Fair,D,SI2,646,570,539,533,346,1565.85822
8453,73,Premium,E,VS2,586,600,592,589,346,2916.8787
8454,54,Premium,G,VS2,587,620,536,534,314,1542.92522
8455,73,Ideal,D,SI1,613,570,581,583,357,2999.51453
8456,119,Premium,G,SI2,589,600,70,692,409,5230.56538
8457,32,Very Good,H,VS1,605,590,441,442,267,503.74989
8458,92,Good,E,VS2,589,570,635,638,375,4984.61538
8459,126,Very Good,H,SI1,625,560,688,693,431,6522.36844
8460,10,Good,H,SI1,568,650,661,649,372,4272.02695
8461,52,Ideal,E,SI1,601,590,518,523,313,1505.23719
8462,31,Very Good,G,VVS1,628,570,43,433,271,841.66026
8463,51,Ideal,E,VS2,617,540,513,518,318,1551.29553
8464,32,Ideal,G,VS2,616,540,44,443,272,818.97616
8465,5,Premium,F,SI1,591,580,523,519,308,1186.46077
8466,7,Premium,G,I1,592,610,576,57,339,1008.78925
8467,31,Good,F,VS2,634,560,429,432,273,548.71392
8468,102,Very Good,G,SI1,608,600,65,655,397,4941.32967
8469,171,Very Good,J,VS1,619,590,76,769,473,11556.44928
8470,118,Ideal,H,SI1,615,570,678,682,418,5717.23584
8471,51,Very Good,D,SI1,635,550,509,508,323,1348.63623
8472,71,Very Good,H,VS2,626,560,568,572,357,2464.11931
8473,91,Premium,G,SI2,601,620,624,62,373,3246.68223
8474,131,Ideal,H,SI2,622,570,696,70,434,5609.85586
8475,11,Ideal,H,SI2,626,560,657,665,414,4766.91571
8476,10,Very Good,E,VS2,624,620,633,639,397,6960.5366
8477,102,Premium,I,SI2,620,590,645,642,399,3818.01351
8478,107,Premium,G,VS2,621,580,655,659,408,6077.74851
8479,77,Very Good,G,SI1,627,570,579,585,365,2489.24141
8480,53,Ideal,D,SI1,616,560,52,523,321,1636.47284
8481,102,Premium,H,VS1,621,570,646,642,40,5440.26627
8482,71,Ideal,F,VVS1,620,560,572,577,356,4000.38327
8483,4,Very Good,H,IF,640,560,466,469,299,1271.61764
8484,41,Very Good,J,VS1,608,610,472,479,289,524.55394
8485,32,Ideal,D,VS2,613,560,44,444,271,959.03003
8486,15,Premium,H,VS2,600,620,741,738,444,10498.68111
8487,3,Very Good,D,VS2,628,570,429,431,27,668.80604
8488,52,Ideal,E,VS2,617,550,521,516,32,1389.26128
8489,11,Premium,D,VVS2,617,560,665,664,41,10656.32669
8490,52,Good,G,SI1,643,610,501,497,321,1133.39032
8491,109,Very Good,G,VS2,599,560,659,673,399,6486.19742
8492,3,Premium,E,VVS1,600,600,438,435,262,826.01395
8493,111,Ideal,E,SI2,606,560,676,678,41,5479.83648
8494,13,Ideal,H,SI1,622,560,703,698,436,6718.23197
8495,5,Good,F,SI2,638,590,502,495,318,1034.94004
8496,96,Good,H,SI2,567,620,651,639,366,3442.93405
8497,4,Ideal,H,VVS2,611,550,475,478,291,1071.02856
8498,51,Premium,F,VVS1,626,570,51,506,318,1854.52811
8499,71,Ideal,G,SI2,622,560,57,574,356,2358.09681
8500,71,Premium,D,SI1,617,560,58,568,354,2792.25361
8501,33,Ideal,E,VVS2,610,570,446,449,273,781.17806
8502,122,Very Good,F,VVS2,607,620,681,684,414,10462.95704
8503,113,Ideal,H,I1,622,550,665,669,415,3247.1117
8504,57,Premium,G,VS2,628,570,528,523,33,1529.23693
8505,53,Very Good,E,VS2,614,550,521,524,321,1481.29047
8506,91,Very Good,F,VS2,634,550,622,618,393,4687.39729
8507,7,Very Good,J,VS2,611,610,564,569,346,1669.27082
8508,54,Ideal,G,VS1,610,570,525,528,321,1755.81133
8509,101,Good,E,SI1,640,560,633,636,406,4830.89041
8510,41,Ideal,E,VS2,622,560,48,475,297,1005.75023
8511,23,Good,F,VS2,638,570,393,384,248,489.75302
8512,102,Ideal,G,SI2,626,580,642,64,401,4429.38496
8513,42,Ideal,D,VVS2,621,550,479,481,298,1264.2589
8514,101,Premium,E,VS2,621,580,642,634,396,6735.37603
8515,33,Ideal,D,SI1,628,550,445,441,278,669.74154
8516,5,Ideal,D,SI1,618,550,511,515,317,1551.07277
8517,42,Ideal,I,SI1,610,560,486,483,296,685.35979
8518,38,Ideal,E,VVS1,624,532,462,466,29,952.4254
8519,58,Ideal,G,SI1,622,550,533,537,333,1672.56945
8520,156,Premium,J,VS2,617,580,746,741,459,8192.08403
8521,57,Very Good,F,VVS2,607,580,532,535,324,1887.16395
8522,109,Premium,H,VS2,626,560,662,655,412,5718.84771
8523,53,Good,D,SI2,543,650,546,551,298,1468.41643
8524,58,Ideal,D,SI2,609,560,54,544,33,1664.36151
8525,53,Ideal,E,VS2,620,550,517,521,322,1558.7862
8526,104,Premium,G,VVS2,618,580,647,651,401,7990.69782
8527,76,Premium,E,SI1,616,590,583,579,358,2507.48787
8528,5,Premium,G,VVS2,609,610,513,511,312,1499.15512
8529,3,Premium,D,SI1,627,600,426,423,266,603.82868
8530,133,Very Good,G,SI2,620,590,71,704,438,6452.84504
8531,12,Ideal,I,VS1,621,570,684,68,423,6499.03056
8532,32,Ideal,F,VVS2,604,570,446,447,27,671.77587
8533,4,Ideal,H,VVS2,608,550,479,482,292,1131.34767
8534,104,Ideal,H,VS2,610,570,656,653,399,5800.92063
8535,9,Premium,H,SI1,620,550,621,617,384,3676.62421
8536,202,Fair,G,I1,680,550,777,772,527,7982.29994
8537,10,Very Good,E,SI2,614,610,636,641,392,4557.46166
8538,25,Very Good,E,VVS2,634,580,397,401,253,720.93195
8539,11,Premium,E,SI2,617,590,664,659,408,4503.71574
8540,105,Very Good,H,SI2,630,590,644,648,407,4241.2452
8541,3,Premium,G,VVS2,613,580,434,428,264,791.33474
8542,4,Premium,F,SI2,596,580,485,481,288,683.3043
8543,121,Premium,E,SI1,630,570,675,67,424,6311.29176
8544,31,Ideal,G,VVS1,628,530,436,434,273,874.76468
8545,7,Very Good,H,VS1,603,630,577,573,347,2368.07709
8546,102,Ideal,E,SI1,607,570,655,651,397,5909.34857
8547,71,Good,D,SI1,568,620,593,589,337,2673.44053
8548,3,Premium,H,VVS1,618,580,432,436,268,750.52663
8549,125,Ideal,J,SI1,627,570,686,688,431,5229.62703
8550,20,Premium,I,SI2,607,610,809,803,489,12469.59377
8551,84,Very Good,H,SI1,612,570,61,612,374,3557.99383
8552,152,Ideal,H,VS2,624,580,73,737,458,11935.30136
8553,9,Very Good,G,SI2,611,550,621,626,381,3281.26663
8554,101,Very Good,F,SI2,634,560,64,634,404,4522.87404
8555,43,Ideal,D,VS2,618,560,483,481,298,989.33127
8556,104,Very Good,J,SI2,628,570,644,65,406,3598.4555
8557,7,Very Good,E,SI1,629,570,56,566,354,2526.63084
8558,101,Very Good,E,VS2,606,590,643,647,391,6805.1096
8559,153,Ideal,I,VS2,615,560,739,744,455,10006.20126
8560,55,Ideal,E,VS1,617,550,529,527,326,1989.42494
8561,26,Ideal,I,VS2,618,550,412,417,256,321.43771
8562,31,Premium,E,IF,610,590,439,436,267,951.62731
8563,11,Ideal,H,VS1,623,550,657,661,41,6071.45604
8564,41,Ideal,E,VVS2,620,560,476,472,294,1158.01507
8565,42,Ideal,F,VVS2,613,570,482,48,295,1355.72013
8566,33,Very Good,J,IF,609,540,447,453,274,491.66824
8567,38,Premium,E,VS1,607,590,47,465,284,896.16498
8568,12,Very Good,E,SI2,614,580,681,688,42,5312.22274
8569,117,Ideal,D,SI2,627,570,67,672,421,6043.15561
8570,73,Premium,G,VS2,603,570,588,582,353,2662.08969
8571,28,Ideal,F,VVS2,625,570,418,421,262,742.04411
8572,4,Ideal,H,SI2,626,550,47,472,295,627.05886
8573,4,Very Good,F,SI1,627,570,468,47,294,893.10385
8574,52,Very Good,G,VVS1,623,550,513,515,32,1640.85841
8575,109,Ideal,F,SI1,614,560,663,666,408,5468.42739
8576,9,Ideal,H,VS1,609,560,625,627,381,4401.47602
8577,202,Good,J,SI2,644,600,787,793,509,11373.4612
8578,31,Ideal,H,VS1,613,550,436,438,268,646.51089
8579,101,Very Good,E,VS2,599,570,652,657,392,7253.38832
8580,101,Ideal,H,SI1,617,570,637,644,396,5010.78116
8581,10,Very Good,G,VVS2,630,560,637,64,402,8152.20905
8582,136,Very Good,E,SI2,617,590,709,72,441,6935.84861
8583,54,Very Good,F,SI1,635,580,521,515,329,1287.82382
8584,26,Premium,E,VS1,601,600,415,41,248,465.36814
8585,31,Ideal,H,IF,608,570,438,44,267,866.52631
8586,91,Very Good,I,SI2,634,580,608,612,387,2706.4325
8587,203,Ideal,F,SI2,624,570,809,802,503,16285.44317
8588,4,Ideal,H,VS2,616,570,471,474,291,829.98181
8589,116,Fair,G,SI2,601,600,69,672,409,4703.03861
8590,45,Fair,F,SI1,579,660,508,498,291,759.16725
8591,129,Ideal,H,SI1,616,570,70,695,43,8256.43614
8592,152,Very Good,G,SI1,625,580,726,73,455,10090.36795
8593,31,Ideal,G,VS2,611,550,439,441,269,624.17366
8594,112,Ideal,H,SI2,636,560,668,654,419,4900.52382
8595,102,Very Good,E,VS1,601,590,648,653,391,8092.2998
8596,5,Very Good,E,VS2,629,600,507,51,32,1310.45941
8597,96,Very Good,F,SI1,606,620,635,639,386,4351.63172
8598,5,Very Good,F,SI1,616,600,507,51,313,1225.19579
8599,51,Very Good,D,SI1,609,590,513,519,314,1399.96666
8600,7,Premium,E,SI2,629,590,571,564,357,2076.75546
8601,201,Fair,G,SI2,562,630,828,823,464,12437.65307
8602,55,Ideal,F,VS1,614,550,528,524,323,1691.54576
8603,101,Ideal,I,SI1,623,590,641,637,398,4420.61489
8604,207,Ideal,J,VVS2,627,540,812,817,511,15516.8401
8605,108,Ideal,F,SI1,629,570,654,653,411,4895.81279
8606,51,Premium,D,VS2,580,600,529,526,306,1656.3685
8607,9,Premium,H,VS2,618,560,625,618,384,3894.85089
8608,7,Very Good,G,SI2,582,630,582,579,338,1867.05291
8609,157,Good,G,VS2,578,600,766,76,441,12639.57324
8610,9,Ideal,F,SI1,623,560,617,613,383,4077.71547
8611,33,Premium,G,VVS2,610,580,448,444,272,895.04404
8612,42,Ideal,G,VVS1,616,550,485,482,298,1269.5222
8613,42,Ideal,I,SI1,623,540,482,484,301,558.40582
8614,53,Very Good,F,SI1,625,570,519,524,326,1254.8473
8615,151,Fair,G,VS2,581,670,759,749,438,11074.08617
8616,71,Premium,E,VS2,590,590,588,578,344,2656.1978
8617,27,Ideal,D,VVS1,617,570,42,416,258,1013.10563
8618,123,Ideal,G,VS2,624,570,688,683,428,8547.72662
8619,36,Ideal,E,VS1,616,570,454,458,281,709.90134
8620,108,Very Good,G,SI2,603,580,665,672,403,4435.7881
8621,3,Good,G,VS1,633,560,428,431,272,692.74444
8622,104,Premium,E,SI2,601,600,653,651,392,4425.81094
8623,125,Ideal,H,SI1,622,570,69,686,428,7357.93042
8624,12,Very Good,H,VS1,620,570,677,681,421,7125.27489
8625,51,Premium,G,SI2,630,610,508,499,317,1040.02742
8626,201,Very Good,I,VS2,638,590,789,785,502,15444.95167
8627,31,Ideal,I,VVS1,621,540,434,439,271,588.46647
8628,3,Ideal,F,IF,613,580,429,433,264,895.66763
8629,5,Premium,G,SI2,586,610,521,516,304,1011.64663
8630,5,Ideal,H,VVS2,604,550,516,52,313,1643.57149
8631,96,Very Good,D,SI2,602,630,636,63,381,4046.15395
8632,102,Ideal,G,VS2,614,550,648,651,399,6528.65711
8633,32,Premium,G,VVS2,620,550,442,439,273,1014.32452
8634,101,Premium,G,VS1,626,590,638,646,402,6869.1486
8635,3,Ideal,E,VVS2,628,550,428,432,27,566.43973
8636,10,Good,D,IF,633,590,633,637,402,12520.96343
8637,121,Ideal,D,VVS2,613,570,685,688,421,13609.82166
8638,62,Premium,F,SI1,617,590,551,548,339,1804.31862
8639,7,Good,D,VVS2,636,570,561,558,356,3146.60498
8640,101,Very Good,E,SI1,634,590,638,634,403,5275.21726
8641,101,Premium,D,VS1,621,580,64,637,397,8199.64841
8642,11,Ideal,H,SI2,620,550,66,662,41,5110.76628
8643,93,Premium,F,SI2,600,600,636,631,38,3788.78438
8644,54,Ideal,D,VVS2,615,550,525,529,324,2570.43518
8645,121,Premium,D,SI2,597,580,706,696,419,5684.16946
8646,31,Good,J,VS1,619,610,429,434,267,226.91797
8647,4,Ideal,I,VS1,619,570,473,474,293,753.58514
8648,101,Very Good,J,VS1,595,590,654,66,391,4481.52442
8649,27,Very Good,H,VVS2,621,570,41,415,256,580.80415
8650,109,Ideal,H,SI1,618,570,657,66,407,4907.41153
8651,31,Ideal,G,VS2,618,530,435,439,27,677.29403
8652,119,Very Good,H,VS2,611,580,678,683,416,6154.19915
8653,34,Ideal,E,IF,620,560,45,447,278,1074.02883
8654,33,Premium,H,VS1,595,590,448,453,268,572.01423
8655,42,Premium,E,SI1,600,580,485,489,292,832.7769
8656,33,Ideal,G,IF,619,540,442,446,275,937.35847
8657,41,Premium,E,SI1,602,600,478,482,289,760.08968
8658,25,Very Good,E,VS2,633,560,401,405,255,561.91056
8659,74,Premium,D,VS2,618,580,581,577,358,2891.52884
8660,31,Ideal,G,IF,623,560,434,436,271,905.14105
8661,38,Ideal,G,SI1,620,550,467,464,289,755.26643
8662,31,Ideal,E,VVS2,620,540,436,441,272,765.67678
8663,61,Ideal,I,VS2,620,540,544,549,339,1744.10127
8664,11,Ideal,F,VVS1,627,570,657,663,414,9659.41397
8665,7,Premium,H,VVS1,592,600,587,578,345,2732.58877
8666,48,Good,G,VS1,578,609,512,519,297,1175.35693
8667,9,Very Good,F,VS2,626,580,608,613,382,4343.18492
8668,91,Ideal,G,VS1,613,560,628,621,383,5324.42682
8669,41,Very Good,D,SI1,603,630,48,478,289,1062.11574
8670,31,Ideal,D,VS2,622,540,431,434,269,693.12102
8671,5,Good,E,VS2,638,540,505,507,323,1375.04616
8672,31,Ideal,G,VVS1,623,560,434,437,271,896.20991
8673,37,Ideal,F,SI1,616,550,465,467,287,726.92035
8674,4,Premium,D,SI1,609,600,474,478,29,836.53722
8675,7,Premium,G,SI1,626,600,561,557,35,1895.35334
8676,10,Ideal,F,VVS2,597,600,648,652,388,8817.76468
8677,31,Premium,G,VVS1,622,590,43,432,268,812.80256
8678,7,Premium,D,VS2,613,580,572,567,348,2857.66247
8679,15,Fair,J,VS1,601,610,725,73,437,6941.14591
8680,42,Ideal,H,VS2,625,570,481,476,299,926.74366
8681,5,Very Good,H,IF,613,600,508,517,314,1695.00011
8682,124,Very Good,F,VVS2,620,550,688,695,429,12693.56849
8683,33,Premium,E,VS1,615,590,442,446,273,641.68907
8684,151,Premium,D,SI1,622,590,734,729,455,12282.40009
8685,25,Ideal,G,IF,611,570,406,407,248,966.48552
8686,58,Ideal,E,VS2,611,570,541,539,33,1762.01085
8687,12,Ideal,G,VVS2,623,540,682,686,426,10031.61554
8688,79,Very Good,F,SI1,630,540,591,594,373,2953.67574
8689,12,Premium,F,VS2,601,570,682,676,408,8199.99456
8690,45,Fair,E,VS2,658,580,481,474,314,923.83041
8691,101,Very Good,D,SI2,618,570,642,647,398,4819.75698
8692,52,Ideal,D,VS2,623,560,516,511,32,1598.7299
8693,113,Premium,G,SI2,615,590,673,669,413,4310.50902
8694,4,Good,G,VVS2,614,640,47,465,287,994.47142
8695,51,Ideal,F,VS2,610,550,517,521,317,1442.31699
8696,31,Ideal,H,IF,614,570,436,439,268,939.3481
8697,11,Ideal,G,VS2,602,560,67,674,405,7210.19093
8698,7,Ideal,I,VVS2,624,536,568,572,355,2565.99326
8699,3,Ideal,G,SI2,614,560,433,434,266,429.85661
8700,7,Ideal,F,VS2,618,570,567,575,353,2889.61718
8701,7,Very Good,G,VS2,593,600,577,583,343,2351.43394
8702,126,Premium,F,VS1,627,580,686,693,432,9728.62926
8703,64,Premium,H,SI1,600,590,563,557,336,1921.49107
8704,101,Good,F,SI2,627,610,628,638,397,4036.85549
8705,84,Good,G,VS2,636,590,589,594,376,3191.95783
8706,16,Ideal,F,VS2,620,550,749,754,466,15124.76498
8707,43,Ideal,J,VS1,617,580,48,484,298,562.09339
8708,119,Premium,H,SI1,608,590,687,684,417,5869.93408
8709,32,Ideal,E,VVS2,623,560,437,44,273,852.65187
8710,31,Very Good,G,VVS2,621,560,427,433,267,790.79365
8711,31,Ideal,D,SI1,614,550,435,438,268,642.28223
8712,31,Ideal,D,VS1,606,570,436,439,265,751.17946
8713,3,Ideal,E,VVS1,626,540,43,433,27,698.48916
8714,156,Premium,G,SI1,588,570,768,762,45,11491.72535
8715,5,Good,J,VVS2,641,570,50,495,319,819.83559
8716,54,Ideal,F,VVS2,612,550,525,527,322,1887.40692
8717,3,Ideal,F,VS1,615,550,431,434,266,689.75559
8718,31,Very Good,H,VS1,629,580,431,434,272,516.01912
8719,62,Very Good,H,VS2,617,630,548,542,336,1880.88099
8720,48,Premium,E,SI1,604,620,507,503,305,1104.09614
8721,101,Premium,E,SI1,628,570,641,637,401,5047.32994
8722,154,Premium,I,SI2,594,610,756,749,447,7424.27905
8723,102,Ideal,H,SI2,598,580,655,659,393,4455.31858
8724,58,Ideal,H,VVS1,616,560,535,539,331,2064.59726
8725,129,Ideal,E,SI2,628,570,694,688,434,5795.79379
8726,7,Premium,G,SI1,603,610,575,572,346,2192.63176
8727,53,Ideal,I,VS1,616,570,521,518,32,1210.0466
8728,34,Ideal,G,VS2,614,570,451,448,276,671.94799
8729,3,Ideal,E,VS2,625,560,428,43,268,697.97564
8730,34,Premium,I,SI1,617,560,454,451,279,477.88676
8731,55,Ideal,F,SI2,623,570,522,527,327,1244.71059
8732,31,Premium,F,VS2,613,590,431,434,265,563.95013
8733,14,Very Good,G,VS1,599,560,731,734,439,12583.89195
8734,3,Premium,G,VS1,618,590,437,434,269,751.96994
8735,3,Premium,J,VS1,626,600,422,428,266,199.44701
8736,32,Very Good,H,VS1,631,570,437,434,275,584.47483
8737,151,Premium,F,VS2,611,590,737,732,449,14202.1309
8738,33,Very Good,G,VVS2,615,620,439,443,271,700.76813
8739,57,Premium,G,VS2,626,550,531,526,331,1837.83314
8740,7,Premium,F,VS2,618,600,569,564,35,2399.19806
8741,6,Very Good,D,SI1,622,580,54,544,337,2008.48019
8742,3,Premium,J,VS2,622,580,428,43,267,274.16524
8743,34,Ideal,E,SI1,630,550,447,442,28,644.75947
8744,43,Premium,G,IF,614,590,479,485,296,1294.5504
8745,31,Ideal,E,VVS2,602,570,439,441,265,730.05399
8746,106,Ideal,H,SI2,606,590,663,66,401,4406.04355
8747,32,Very Good,E,SI1,632,560,438,435,276,476.69878
8748,53,Very Good,D,IF,598,600,522,528,314,2758.37844
8749,104,Very Good,F,SI2,628,550,641,648,405,4455.83899
8750,10,Very Good,E,VS2,635,560,637,632,403,7117.16015
